"posts";"forum_id";"thread_id";"title";"url"
116;193157;1774031094;"'Scandal' actor on finding his inner mommy";"http://www.cnn.com/2013/09/18/living/parents-dan-bucatinsky/index.html"
1027;193157;1756686368;"American 'exceptionalism:' Who are they kidding?";"http://www.cnn.com/2013/09/13/opinion/putin-american-exceptionalism-coste/index.html"
138;193157;1766732710;"Suspected leader of Islamic militant cell arrested in Spain";"http://www.cnn.com/2013/09/16/world/europe/spain-terror-arrest/index.html"
358;193157;1766771709;"Navy Yard: storied past, home today to high-ranking personnel";"http://www.cnn.com/2013/09/16/us/navy-yard-description/index.html"
759;193157;1776296486;"$400 million Powerball lottery ticket sold in Lexington, South Carolina";"http://www.cnn.com/2013/09/19/studentnews/powerball-jackpot/index.html"
342;193157;1757540046;"Mother of missing Maine toddler Ayla Reynolds reveals secret evidence";"http://www.cnn.com/2013/09/13/justice/maine-missing-toddler-ayla-reynolds/index.html"
215;193157;1777120154;"Phonebloks: The smartphone for the rest of your life";"http://www.cnn.com/2013/09/19/tech/innovation/phonebloks-the-smartphone-for-life/index.html"
153;193157;1753004745;"Was there a strategy behind the Anthony Weiner trainwreck?";"http://www.cnn.com/2013/09/12/opinion/cupp-weiner-trainwreck/index.html"
316;193157;1767340845;"What is security like at the Washington Navy Yard?";"http://www.cnn.com/2013/09/16/us/navy-yard-security/index.html"
433;193157;1780898511;"Iran's Rouhani: Diplomat's touch, no pushover";"http://www.cnn.com/2013/09/20/world/meast/iran-rouhani-profile/index.html"
207;193157;1744927363;"Be afraid of Big Marijuana";"http://www.cnn.com/2013/09/10/opinion/frum-big-marijuana-cv/index.html"
241;193157;1778513223;"Eased drug sentences: Holder expands defendants' eligibility";"http://www.cnn.com/2013/09/19/justice/holder-drug-sentencing-guidelines/index.html"
470;193157;1773087151;"Wary Nebraska watches as Colorado overflow rolls east ";"http://www.cnn.com/2013/09/18/us/colorado-flooding/index.html"
127;193157;1737363950;"World's happiest nations are...";"http://www.cnn.com/2013/09/09/business/earth-institute-world-happiness-rankings/index.html"
6478;193157;1770388478;"Vetting military contractors: How did Navy Yard gunman get in?";"http://www.cnn.com/2013/09/17/us/navy-yard-shooting-military-contractors/index.html"
483;193157;1748474726;"Where have India's females gone?";"http://www.cnn.com/2013/09/11/opinion/india-missing-females/index.html"
3473;193157;1758018664;"Heavy rainfall heading once more for flooded Colorado";"http://www.cnn.com/2013/09/14/us/flooding-colorado/index.html"
1246;193157;1771262945;"Will Navy Yard rampage move the dial on gun control?";"http://www.cnn.com/2013/09/17/politics/navy-yard-gun-control/index.html"
173;193157;1753648895;"Mix tape, anyone? The cassette turns 50";"http://www.cnn.com/2013/09/12/tech/innovation/cassette-tape-50th-birthday/index.html"
1118;193157;1751943045;"Fighting cannabis ... or reality?";"http://www.cnn.com/2013/09/12/opinion/nathan-pot-legalization/index.html"
133;193157;1752974722;"Protests of Petraeus teaching gig will continue, professor says";"http://www.cnn.com/2013/09/12/us/new-york-petraeus-teaching-protest/index.html"
550;193157;1778530592;"Overwhelming burden, cost of Alzheimer's to triple, report says";"http://www.cnn.com/2013/09/19/health/world-alzheimers-report-caregivers/index.html"
826;193157;1766106543;"Asking for Santa's help: Sibling love rivals school bullying";"http://www.cnn.com/2013/09/16/us/bullying-santa-letter-ireport/index.html"
833;193157;1767314380;"Untreatable infections: CDC sets threat levels for drug-resistant bacteria";"http://www.cnn.com/2013/09/16/health/antibiotic-resistant-infections-cdc/index.html"
5612;193157;1769246428;"France: Analysis of U.N. report shows Syrian regime to blame for chemical attack";"http://www.cnn.com/2013/09/17/world/meast/syria-civil-war/index.html"
459;193157;1784321206;"White nationalists aim to take over tiny North Dakota town";"http://www.cnn.com/2013/09/21/us/white-supremacist-town/index.html"
111;193157;1750264065;"Tom Hanks on jury leads to reduced charge in case";"http://www.cnn.com/2013/09/11/showbiz/tom-hanks-jury-case-ends-abruptly/index.html"
311;193157;1773584743;"The back pain most surgeons won't find";"http://www.cnn.com/2013/09/18/health/back-pain-misdiagnosis-shamie/index.html"
305;193157;1753915944;"Teacher suspended after giving student a Twitter lesson";"http://www.cnn.com/2013/09/12/world/americas/mexico-teacher-twitter/index.html"
229;193157;1753297154;"J.K. Rowling returns to Potter's world";"http://www.cnn.com/2013/09/12/showbiz/movies/jk-rowling-new-movie-potter/index.html"
650;193157;1784923530;"West Hollywood bans sale of fur apparel";"http://www.cnn.com/2013/09/21/us/west-hollywood-fur-ban/index.html"
2219;193157;1785761147;"$270 million worth of cocaine found on Air France flight ";"http://www.cnn.com/2013/09/22/world/europe/air-france-cocaine-found/index.html"
182;193157;1761709710;"Costa Concordia underwater: What's inside of wrecked cruise ship?";"http://www.cnn.com/2013/09/15/world/costa-concordia-underwater/index.html"
1328;193157;1781921440;"2-year-old gets weight-loss surgery: How young is too young?";"http://www.cnn.com/2013/09/20/living/parents-2-year-old-weight-loss-surgery/index.html"
483;193157;1757958514;"Vanderbilt's Chris Boyd pleads guilty in cover-up of alleged gang rape";"http://www.cnn.com/2013/09/13/justice/vanderbilt-football-player-rape-case/index.html"
840;193157;1767989492;"5 things Obama planned before Washington Navy Yard shooting";"http://www.cnn.com/2013/09/16/us/obama-five-things-navy-yard/index.html"
233;193157;1755717340;"Syrian crisis: Keeping up with key developments";"http://www.cnn.com/2013/09/13/world/meast/syria-developments/index.html"
2647;193157;1753430992;"Q&A: The lowdown on the shutdown, or why you should care about the CR";"http://www.cnn.com/2013/09/12/politics/cr-politics-government-shutdown/index.html"
2298;193157;1783092083;"Veteran confronts rape, suicide: 'I am angry that others are going through this'";"http://www.cnn.com/2013/09/21/us/military-suicide-rape/index.html"
234;193157;1750327522;"Syria writer Elizabeth O'Bagy, cited by Kerry, McCain, fired for Ph.D. lie";"http://www.cnn.com/2013/09/11/us/syria-elizabeth-obagy-fired/index.html"
8913;193157;1782269863;"Police: Pa. priest caught with 15-year-old on college campus";"http://www.cnn.com/2013/09/20/justice/pennsylvania-priest-sex-charges/index.html"
186;193157;1784714017;"Helicopter crashes outside Phoenix with no apparent survivors";"http://www.cnn.com/2013/09/21/us/arizona-helicopter-crash/index.html"
170;193157;1767996275;"Audit reports Navy risked security to cut costs, says source";"http://www.cnn.com/2013/09/16/us/navy-security-audit/index.html"
115;193157;1752430039;"Egypt extends state of emergency";"http://www.cnn.com/2013/09/12/world/meast/egypt-state-of-emergency/index.html"
152;193157;1751037840;"China navy plots course to stock market";"http://www.cnn.com/2013/09/12/business/china-navy-investor-stock-market/index.html"
439;193157;1779337315;"Billy Ray Cyrus on his daughter: 'That's still my Miley'";"http://www.cnn.com/2013/09/19/showbiz/billy-ray-cyrus-interview/index.html"
211;193157;1754101189;"Connecticut slave gets funeral, burial, 215 years after his death";"http://www.cnn.com/2013/09/12/us/connecticut-slave-burial/index.html"
979;193157;1774822494;"Flags in Navy Yard shooter's past apparently not red enough";"http://www.cnn.com/2013/09/18/us/navy-yard-alexis-red-flags/index.html"
594;193157;1786471276;"Where America became exceptional";"http://www.cnn.com/2013/09/22/opinion/winchester-american-exceptionalism-frontier/index.html"
3895;193157;1755065778;"U.S. consulate in Herat, Afghanistan, attacked, 3 dead";"http://www.cnn.com/2013/09/13/world/asia/us-consulate-afghanistan-attack/index.html"
156;193157;1770548943;"Victims of the Washington Navy Yard shooting";"http://www.preview.cnn.com/interactive/2013/09/us/dc-navy-yard-victims/index.html"
344;193157;1784668300;"Al-Shabaab grew amid Somalia's lawlessness";"http://www.cnn.com/2013/09/21/world/africa/somalia-al-shabaab-explainer/index.html"
2337;193157;1759628876;"Priest in Zanzibar attacked with acid in third such incident in two months";"http://www.cnn.com/2013/09/14/world/tanzania-priest-acid-attack/index.html"
5369;193157;1778318960;"Tweets tip off former NFL player about teens partying in his home";"http://www.cnn.com/2013/09/19/us/new-york-teens-house-party/index.html"
170;193157;1751421626;"Philippines troops contain Muslim rebels as Zamboanga siege continues";"http://www.cnn.com/2013/09/12/world/asia/philippines-muslim-rebels-standoff/index.html"
256;193157;1751944495;"It's not Syria holding up immigration reform";"http://www.cnn.com/2013/09/12/opinion/navarrette-immigration-stalled/index.html"
288;193157;1780839344;"Don't link video games with mass shootings ";"http://www.cnn.com/2013/09/20/opinion/ferguson-video-games/index.html"
180;193157;1764607384;"Raised in America, activists lead fight to end S. Korean adoptions";"http://www.cnn.com/2013/09/16/world/international-adoption-korea-adoptee-advocates/index.html"
654;193157;1753480419;"How secure is your iPhone 5S fingerprint?";"http://www.cnn.com/2013/09/12/tech/mobile/iphone-fingerprint-privacy/index.html"
127;193157;1771178821;"Latest Boeing Dreamliner takes off ";"http://www.cnn.com/2013/09/17/travel/boeing-787-9-dreamliner-takes-off/index.html"
1228;193157;1778555324;"Reframing the gun control debate: Is mental health the next focus?";"http://www.cnn.com/2013/09/19/politics/guns-mental-health/index.html"
300;193157;1775509791;"President Rouhani says Iran won't develop nuclear weapons";"http://www.cnn.com/2013/09/18/world/meast/iran-president-nuclear/index.html"
190;193157;1784948021;"World leaders condemn terror attack at Kenya mall, pledge support ";"http://www.cnn.com/2013/09/21/world/africa/kenya-mall-world-reaction/index.html"
517;193157;1752548812;"Kerry-Lavrov talks launch new phase in Syrian chemical weapons crisis";"http://www.cnn.com/2013/09/12/politics/us-syria/index.html"
12656;193157;1770862298;"Gun control is not the answer";"http://www.cnn.com/2013/09/17/opinion/granderson-gun-control-fail/index.html"
118;193157;1779921132;"9 rules for surviving Oktoberfest";"http://www.cnn.com/2013/09/20/travel/oktoberfest-2013-9-rules/index.html"
293;193157;1778116182;"Nickelodeon stars tell bullied kids: You have new friends";"http://www.cnn.com/2013/09/19/us/santa-bullying-letter-nickelodeon/index.html"
597;193157;1771417492;"A horrible way to fill the second most powerful job in America";"http://www.cnn.com/2013/09/17/opinion/gergen-larry-summers-fed/index.html"
1062;193157;1779054870;"New iPhones could be in short supply this weekend";"http://www.cnn.com/2013/09/19/tech/mobile/iphone-supply/index.html"
174;193157;1750507986;"Kurdish men in drag promote feminism in the region";"http://www.cnn.com/2013/09/11/world/meast/kurd-drag-campaign/index.html"
9726;193157;1777302161;"Coalition a must if Russia to help destroy Syrian stockpile, official says";"http://www.cnn.com/2013/09/19/world/meast/syria-civil-war/index.html"
2989;193157;1751170834;"Putin's comments on American exceptionalism, Syria cause a fuss";"http://www.cnn.com/2013/09/12/politics/putin-syria-editorial-reaction/index.html"
648;193157;1770647740;"Reddit shuts down community seeking Navy Yard shooter";"http://www.cnn.com/2013/09/17/tech/social-media/reddit-navy-yard-shooter/index.html"
456;193157;1775894905;"Famed boxer Ken Norton, who defeated Muhammad Ali, dies at age 70";"http://www.cnn.com/2013/09/18/us/ken-norton-dies/index.html"
145;193157;1742619113;"Prince William: I dream of Africa";"http://www.cnn.com/2013/09/09/world/africa/prince-william-africa-max-foster/index.html"
411;193157;1779274027;"850 snakes part of New York man's home business, authorities say";"http://www.cnn.com/2013/09/19/us/new-york-snakes-home/index.html"
1640;193157;1781916662;"Is U.S.-Iranian deal doable?";"http://www.cnn.com/2013/09/20/opinion/miller-iran-syria/index.html"
1782;193157;1767689879;"What could have prevented Navy Yard carnage?";"http://www.cnn.com/2013/09/16/opinion/trevithick-predicting-shootings/index.html"
437;193157;1755646002;"After 40 years in captivity, escape from North Korea";"http://www.cnn.com/2013/09/13/world/asia/north-korea-escape/index.html"
2616;193157;1754045137;"4 found dead in car along rural Tennessee road";"http://www.cnn.com/2013/09/12/us/tennessee-fatal-shootings/index.html"
599;193157;1768850373;"Colorado flooding: Residents return, but some find no home";"http://www.cnn.com/2013/09/17/us/colorado-flooding/index.html"
120;193157;1738739569;"Trail Life USA launches a Boy Scout alternative";"http://www.cnn.com/2013/09/09/us/trail-life-usa-meeting/index.html"
135;193157;1769915616;"What food allergies are costing families -- and the economy";"http://www.cnn.com/2013/09/17/health/food-allergies-cost-time/index.html"
147;193157;1749635515;"Zimbabwean President Mugabe to continue takeover policy";"http://www.cnn.com/2013/09/11/world/africa/zimbabwe-mugabe/index.html"
101;193157;1744081594;"Despite massive search, no sign of missing 7-year-old Willow Long";"http://www.cnn.com/2013/09/10/us/illinois-girl-missing/index.html"
798;193157;1782654381;"Case of Creutzfeldt-Jakob disease confirmed in New Hampshire";"http://www.cnn.com/2013/09/20/health/creutzfeldt-jakob-brain-disease/index.html"
184;193157;1743842288;"Maher al-Assad: Syrian leader's brother is most ruthless in family, analysts say";"http://www.cnn.com/2013/09/10/world/meast/syria-assad-brother/index.html"
294;193157;1769207728;"Riots in Bangladesh after court sentences Jamaat-e-Islami leader to death";"http://www.cnn.com/2013/09/17/world/asia/bangladesh-islamist-death-sentence/index.html"
364;193157;1758595674;"Syrian crisis: Keeping up with key developments";"http://www.cnn.com/2013/09/14/world/meast/syria-developments/index.html"
131;193157;1757352651;"Bomb kills 30, wounds dozens at Sunni mosque in Iraq ";"http://www.cnn.com/2013/09/13/world/iraq-violence/index.html"
1374;193157;1778790838;"Cher slams Miley Cyrus, but feels 'ashamed' for her comments";"http://www.cnn.com/2013/09/19/showbiz/celebrity-news-gossip/cher-miley-cyrus-comments-ew/index.html"
1876;193157;1764619872;"Rising overseas adoptions -- for black American children";"http://www.cnn.com/2013/09/16/world/international-adoption-us-children-adopted-abroad/index.html"
697;193157;1777791531;"Food expired? Don't be so quick to toss it";"http://www.cnn.com/2013/09/19/health/sell-by-dates-waste-food/index.html"
134;193157;1679428406;"Tim Tebow released by New England Patriots, report says";"http://www.cnn.com/2013/08/31/us/nfl-tebow-patriots-cut/index.html"
813;193157;1773339781;"Pakistan's tech talents find app success";"http://www.cnn.com/2013/09/18/world/asia/pakistani-apps/index.html"
536;193157;1776105425;"U.S. court says 'liking' something on Facebook is free speech";"http://www.cnn.com/2013/09/18/tech/social-media/facebook-likes-free-speech/index.html"
316;193157;1765870140;"Colorado flooding strands National Guard";"http://www.cnn.com/2013/09/16/us/colorado-flooding-monday/index.html"
1014;193157;1774077065;"Navy officer, NCIS agent arrested in multimillion-dollar bribery case";"http://www.cnn.com/2013/09/18/justice/navy-bribery-case/index.html"
1603;193157;1755196606;"Flames consume New Jersey boardwalk that survived Superstorm Sandy";"http://www.cnn.com/2013/09/13/us/new-jersey-boardwalk-fire/index.html"
1069;193157;1766494621;"Three D.C. Navy Yard shooting victims in surgery";"http://www.cnn.com/2013/09/16/us/dc-navy-yard-victims/index.html"
176;193157;1752171847;"Feds to launch smartphone app in hunt for child sexual predators";"http://www.cnn.com/2013/09/12/tech/ice-phone-app-child-sex-predator/index.html"
633;193157;1771792442;"Two ex-players on California high school football team accused of sex crimes ";"http://www.cnn.com/2013/09/17/justice/california-high-school-football-sex-case/index.html"
366;193157;1778099340;"Longtime Nintendo president dies";"http://www.cnn.com/2013/09/19/tech/gaming-gadgets/yamauchi-nintendo-obit/index.html"
5575;193157;1782195329;"Man, girlfriend indicted in Tennesee quadruple slaying";"http://www.cnn.com/2013/09/20/justice/tennessee-quadruple-slayings/index.html"
945;193157;1776480827;"Abducted Georgia teen Ayvani Perez safe, but there's a new twist in the case";"http://www.cnn.com/2013/09/19/justice/georgia-girl-abduction/index.html"
1132;193157;1761189668;"Rapper Gucci Mane arrested - again";"http://www.cnn.com/2013/09/15/justice/rapper-gucci-mane-arrest/index.html"
6170;193157;1765377060;"CNN 2016 Poll: Clinton favored for Democrats; no clear GOP leader";"http://www.cnn.com/2013/09/16/politics/2016-poll-deep-dive/index.html"
439;193157;1756192323;"Nicole Kidman knocked down by photog";"http://www.cnn.com/2013/09/13/showbiz/celebrity-news-gossip/nicole-kidman-accident-paparazzi/index.html"
864;193157;1773328750;"Navy Yard shooting: Latest developments ";"http://www.cnn.com/2013/09/18/us/navy-yard-shooting-latest-developments/index.html"
1513;193157;1773828251;"Do violent video games play a role in shootings?";"http://www.cnn.com/2013/09/18/opinion/bushman-video-games/index.html"
1858;193157;1754278683;"U.S. consulate in Herat, Afghanistan, attacked";"http://www.cnn.com/2013/09/12/world/asia/us-consulate-afghanistan-attack/index.html"
553;193157;1780729461;"Russian authorities detain Greenpeace activists protesting Arctic drilling";"http://www.cnn.com/2013/09/20/world/europe/russia-greenpeace/index.html"
983;193157;1753686374;"Georgia teen gets life plus 105 years in infant's killing";"http://www.cnn.com/2013/09/12/justice/georgia-baby-shooting/index.html"
7248;193157;1764769651;"Miss America crowns 1st winner of Indian descent; racist tweets flow";"http://www.cnn.com/2013/09/16/showbiz/miss-america-racist-reactions/index.html"
161;193157;1784867611;"In Kenya mall, not seeing the attackers was part of the terror";"http://www.cnn.com/2013/09/21/world/africa/kenya-mall-hiding-in-fear/index.html"
236;193157;1762290040;"Lost ring returned after nearly 40 years";"http://www.cnn.com/2013/09/15/us/south-carolina-lost-ring-returned/index.html"
162;193157;1773743479;"Ona Carbonell: The 'mermaid' of Barcelona";"http://www.cnn.com/2013/09/18/sport/ona-carbonell-synchronized-swimming-barcelona/index.html"
275;193157;1777389393;"Syria problem is not going away";"http://www.cnn.com/2013/09/19/opinion/cordesman-syria-conflict/index.html"
1499;193157;1780549968;"Why one-and-done is A-OK for this mom";"http://www.cnn.com/2013/09/20/living/parents-irpt-jessica-crookston-one-child/index.html"
10129;193157;1776133384;"Navy Yard shooting: Navy orders 3 reviews";"http://www.cnn.com/2013/09/18/us/navy-yard-shooting-recap/index.html"
219;193157;1766755281;"Timeline of Navy Yard shooting developments";"http://www.cnn.com/2013/09/16/us/dc-navy-yard-tic-toc/index.html"
2290;193157;1758600461;"California school district hires firm to monitor students' social media";"http://www.cnn.com/2013/09/14/us/california-schools-monitor-social-media/index.html"
310;193157;1782794133;"North Korea blames South, cancels family reunions";"http://www.cnn.com/2013/09/21/world/asia/korea-family-reunions-cancel/index.html"
3714;193157;1774829790;"Restrict dangerous people from having guns ";"http://www.cnn.com/2013/09/18/opinion/webster-navy-yard-shooting/index.html"
9717;193157;1765300732;"Syria's chemical weapons: U.N. expected to release report Monday";"http://www.cnn.com/2013/09/16/politics/syria-civil-war/index.html"
113;193157;1772687178;"New York police make arrest in apparent anti-gay attack";"http://www.cnn.com/2013/09/18/justice/new-york-anti-gay-attack/index.html"
105;193157;1757678899;"Police group wants photos for Boston bombings manhunt calendar";"http://www.cnn.com/2013/09/13/us/massachusetts-manhunt-calendar/index.html"
109;193157;1777926081;"TV star: I hid Tourette's from Hollywood";"http://www.cnn.com/2013/09/19/health/dash-mihok-tourette-syndrome/index.html"
1120;193157;1753444527;"Teacher suspended for showing class Macklemore's 'Same Love' video";"http://www.cnn.com/2013/09/12/showbiz/same-love-teacher-suspended/index.html"
207;193157;1619701088;"Gay Florida teen Kaitlyn Hunt's fate in judge's hands after plea deal pulled";"http://www.cnn.com/2013/08/20/us/florida-gay-teen-kaitlyn-hunt-case/index.html"
554;193157;1787326726;"Obama to play familiar role at Navy Yard memorial";"http://www.cnn.com/2013/09/22/politics/obama-navy-yard/index.html"
2551;193157;1772044646;"911 call: A plea for help before police officer shoots unarmed man";"http://www.cnn.com/2013/09/17/justice/north-carolina-police-shooting/index.html"
1428;193157;1765282154;"South Korean military kills man trying to swim across river to North Korea";"http://www.cnn.com/2013/09/16/world/asia/south-korea-border-shooting/index.html"
166;193157;1787550091;"Navy Yard shooting: 'There's a guy slaughtering people with a shotgun'";"http://www.cnn.com/2013/09/22/politics/navy-yard-shooting-wrap/index.html"
134;193157;1746611600;"Hands-on impressions of the new iPhones";"http://www.cnn.com/2013/09/10/tech/mobile/iphones-hands-on-demo/index.html"
377;193157;1786874111;"Israeli solider killed, body stashed in well in alleged bargaining ploy";"http://www.cnn.com/2013/09/22/world/meast/israeli-solider-killed/index.html"
16209;193157;1771393349;"Did Obama strike the wrong tone on Monday?";"http://www.cnn.com/2013/09/17/politics/obama-shooting-tone/index.html"
656;193157;1771641410;"Audit: Big problems with Navy program that screens contractors";"http://www.cnn.com/2013/09/17/politics/us-navy-shootings-security/index.html"
929;193157;1781855100;"Habla español? Soon, Latinos will be less likely to say 'si'";"http://www.cnn.com/2013/09/20/us/spanish-declining-among-hispanics/index.html"
11583;193157;1761160211;"Colorado floods: More than 500 still unaccounted for as 'devastating' rain looms";"http://www.cnn.com/2013/09/15/us/colorado-flooding/index.html"
287;193157;1778706595;"A fresh start for absentee fathers";"http://www.cnn.com/2013/09/19/us/cnnheroes-jones-baltimore/index.html"
477;193157;1754226913;"United Airlines sells 'free' tickets on website";"http://www.cnn.com/2013/09/12/travel/united-free-tickets/index.html"
262;193157;1751094633;"CIA-funded weapons begin to reach Syrian rebels";"http://www.cnn.com/2013/09/12/politics/syria-arming-rebels/index.html"
335;193157;1759277508;"Obstacles, headaches in agreement over Syria";"http://www.cnn.com/2013/09/14/politics/geneva-talks-syria/index.html"
1861;193157;1769913380;"Give undocumented immigrants driver's licenses ";"http://www.cnn.com/2013/09/17/opinion/navarrette-drivers-license/index.html"
106;193157;1772250218;"Jackie Chan plans Jackie Chan theme park ";"http://www.cnn.com/2013/09/17/travel/jackie-chan-beijing-theme-park/index.html"
258;193157;1786382736;"Website offers bounty for iPhone 5S hack";"http://www.cnn.com/2013/09/22/tech/mobile/iphone-5s-hack-bounty/index.html"
1901;193157;1764182140;"Costa Concordia: Will wrecked cruise ship stay in one piece during rotation?";"http://www.cnn.com/2013/09/15/world/europe/italy-costa-concordia-salvage/index.html"
194;193157;1773703681;"How to save the life of a baby";"http://www.cnn.com/2013/09/18/opinion/chen-saving-babies/index.html"
7415;193157;1752698971;"Analysis: Putin scores diplomatic win on Syria ";"http://www.cnn.com/2013/09/12/politics/syria-putin-analysis/index.html"
131;193157;1782208303;"No Iran meeting yet, but Obama's U.N. visit will center on region";"http://www.cnn.com/2013/09/20/politics/un-general-assembly-syria-obama/index.html"
693;193157;1777317590;"Is Iran ready to deal on nukes?";"http://www.cnn.com/2013/09/19/opinion/lodge-wallin-iran/index.html"
369;193157;1761046985;"World's oldest man dies at 112";"http://www.cnn.com/2013/09/14/us/worlds-oldest-man-dies/index.html"
734;193157;1753611076;"Lance Armstrong tweets that he's returned Olympic bronze medal";"http://www.cnn.com/2013/09/12/sport/lance-armstrong-returns-olympic-medal/index.html"
907;193157;1766340400;"Witness: ""He aimed his gun at us"" and fired";"http://www.cnn.com/2013/09/16/us/dc-navy-shooting-scene/index.html"
330;193157;1768920528;"Marilyn Edge, mother charged with children's murder, to appear in court";"http://www.cnn.com/2013/09/17/us/california-chidren-killed/index.html"
18338;193157;1785541216;"39 killed and more carnage feared as Kenya mall attackers face off";"http://www.cnn.com/2013/09/22/world/africa/kenya-mall-attack/index.html"
1449;193157;1780652902;"Watchdog group: Syria to disclose its chemical weapons";"http://www.cnn.com/2013/09/20/world/meast/syria-civil-war/index.html"
457;193157;1769582089;"How much sex is considered exercise?";"http://www.cnn.com/2013/09/17/health/sex-calorie-burn-upwave/index.html"
990;193157;1759153098;"Siblings of the bombing: Remembering Birmingham church blast 50 years on";"http://www.cnn.com/2013/09/14/us/birmingham-church-bombing-anniversary-victims-siblings/index.html"
3052;193157;1778660251;"Gingrich: Obama's big debt limit deception";"http://www.cnn.com/2013/09/19/opinion/gingrich-obama-congress/index.html"
723;193157;1765260473;"Colorado floods: Stories of grief, generosity and gratitude";"http://www.cnn.com/2013/09/16/us/colorado-flooding/index.html"
408;193157;1781165802;"Report: Man loses his hands in chemical explosion in Boston apartment";"http://www.cnn.com/2013/09/20/us/massachusetts-apartment-blast/index.html"
114;193157;1751246233;"Satellite images suggest North Korea's Yongbyon nuclear reactor restarted";"http://www.cnn.com/2013/09/12/world/asia/north-korea-nuclear-reactor/index.html"
466;193157;1752072299;"One small shoe: A legacy of the Birmingham church bombing ";"http://www.cnn.com/2013/09/12/opinion/clark-patterson-birmingham-bombings/index.html"
392;193157;1769834637;"'Dads' offends before it even airs on TV";"http://www.cnn.com/2013/09/17/showbiz/tv/dads-tv-offensive/index.html"
2181;193157;1754483799;"Al Qaeda issues message about September 11th";"http://www.cnn.com/2013/09/13/world/al-qaeda-message/index.html"
1309;193157;1753736498;"State battles intensify on access to guns";"http://www.cnn.com/2013/09/12/politics/gun-control-state-by-state/index.html"
260;193157;1754185245;"Lawyer: Tamerlan Tsarnaev's in-laws answer questions from grand jury";"http://www.cnn.com/2013/09/12/justice/tsarnaev-in-laws-grand-jury/index.html"
319;193157;1777349888;"Education makes life worth living ";"http://www.cnn.com/2013/09/19/opinion/pearl-education-women/index.html"
143;193157;1786135505;"Report: 2 hurt when mortar shell hits Russian embassy in Damascus";"http://www.cnn.com/2013/09/22/world/meast/syria-civil-war/index.html"
1223;193157;1747522037;"10 things to know before visiting Israel, the West Bank and Gaza";"http://www.cnn.com/2013/09/11/travel/travel-to-israel-bourdain-10-things/index.html"
921;193157;1776577761;"French moving to ban child beauty pageants: Should we?";"http://www.cnn.com/2013/09/19/living/parents-ban-child-beauty-pageants/index.html"
5396;193157;1782337065;"Victim's family releases graphic video of his death ";"http://www.cnn.com/2013/09/20/justice/florida-police-run-over-man/index.html"
15402;193157;1754819359;"Day 2: U.S. and Russia negotiate over Syrian chemical weapons";"http://www.cnn.com/2013/09/13/politics/us-syria/index.html"
436;193157;1771645657;"Vanderbilt dismisses football star Chris Boyd in coverup of alleged gang rape";"http://www.cnn.com/2013/09/17/justice/vanderbilt-football-player-rape-case/index.html"
650;193157;1748235164;"Teen makes dramatic recovery after smoking synthetic marijuana";"http://www.cnn.com/2013/09/11/health/synthetic-marijuana-bauer-update-irpt/index.html"
257;193157;1762179768;"Van Gogh and the art of living forever";"http://www.cnn.com/2013/09/15/opinion/greene-van-gogh/index.html"
423;193157;1758443911;"Where have all the hurricanes gone? ";"http://www.cnn.com/2013/09/14/us/hurricane-season-prediction-mystery/index.html"
343;193157;1765620556;"How 'Fat Daddy' lost 115 pounds";"http://www.cnn.com/2013/09/16/health/weight-loss-almaer/index.html"
278;193157;1752730019;"America's tallest mountain a bit shorter";"http://www.cnn.com/2013/09/12/us/mount-mckinley-shrinks/index.html"
3537;193157;1768636297;"Navy Yard shooting: 7 victims identified";"http://www.cnn.com/2013/09/17/us/dc-navy-yard-victims/index.html"
294;193157;1754260087;"Sound pioneer Ray Dolby dies at 80";"http://www.cnn.com/2013/09/12/us/ray-dolby-obituary/index.html"
4207;193157;1775155321;"Cop: Detective gawked at Whitney Houston's naked corpse";"http://www.cnn.com/2013/09/18/showbiz/whitney-houston-police-misconduct/index.html"
2655;193157;1776953289;"Ex British PM Tony Blair's daughter held at gunpoint";"http://www.cnn.com/2013/09/19/world/europe/tony-blair-daughter-robbery/index.html"
7186;193157;1766982858;"Who is behind the Washington Navy Yard rampage?";"http://www.cnn.com/2013/09/16/us/navy-yard-suspects/index.html"
8171;193157;1761353202;"Charlotte police kill unarmed man who may have been running to them for help";"http://www.cnn.com/2013/09/15/justice/north-carolina-police-shooting/index.html"
728;193157;1770597860;"New trial ordered for ex-New Orleans officers in Danziger Bridge case";"http://www.cnn.com/2013/09/17/justice/louisiana-danziger-bridge-case/index.html"
258;193157;1780637755;"Angela Merkel: Europe's Mrs. Nein";"http://www.cnn.com/2013/09/20/world/europe/germany-merkel-profile/index.html"
1102;193157;1775416545;"Al Qaeda group captures town near Syria-Turkey border, eyes key crossing";"http://www.cnn.com/2013/09/18/world/meast/syria-turkey-al-qaeda/index.html"
334;193157;1770214041;"18 stranded in New Mexico town amid flooding";"http://www.cnn.com/2013/09/17/us/new-mexico-stranded/index.html"
633;193157;1753444420;"E-cigarettes: Healthy tool or gateway device?";"http://www.cnn.com/2013/09/12/health/e-cigarettes-debate/index.html"
177;193157;1775764853;"David Tutera's ex: Splitting up twins is 'complex'";"http://www.cnn.com/2013/09/18/showbiz/tutera-ex-husband-separating-twins/index.html"
